spec_path,disease_label,sound_label,source
./data/spectrograms\icbhi_175_1b1_Pr_sc_Litt3200_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_175_1b1_Pr_sc_Litt3200_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_175_1b1_Pr_sc_Litt3200_c002.npy,1,2,icbhi
./data/spectrograms\icbhi_175_1b1_Pr_sc_Litt3200_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Al_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ar_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Ll_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pl_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Pr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b3_Tc_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Al_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ar_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Ll_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pl_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Pr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_1b4_Tc_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Al_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ar_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Ll_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Lr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pl_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Pr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_176_2b3_Tc_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Al_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Ar_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Ar_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Ar_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Ar_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Lr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Lr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Lr_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Lr_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Pr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b2_Pr_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b2_Pr_mc_AKGC417L_c002.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b2_Pr_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b2_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Tc_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b2_Tc_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Al_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Al_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Ar_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Ar_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Ar_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Ar_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Ar_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Lr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Lr_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Lr_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Lr_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Lr_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_177_1b4_Pr_mc_AKGC417L_c000.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b4_Pr_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b4_Pr_mc_AKGC417L_c002.npy,1,3,icbhi
./data/spectrograms\icbhi_177_1b4_Pr_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_177_1b4_Pr_mc_AKGC417L_c004.npy,1,3,icbhi
./data/spectrograms\icbhi_177_1b4_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Tc_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Tc_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_1b4_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Al_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Al_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Al_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Al_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Lr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Lr_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Lr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Lr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Lr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pr_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pr_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pr_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pr_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Pr_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_177_2b4_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Tc_mc_AKGC417L_c001.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Tc_mc_AKGC417L_c002.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Tc_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_177_2b4_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c002.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c004.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c007.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c008.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c009.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c010.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Al_mc_AKGC417L_c011.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c000.npy,1,3,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c002.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c003.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c004.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c005.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c007.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c008.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c009.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c010.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Ar_mc_AKGC417L_c011.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c000.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c001.npy,1,3,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c002.npy,1,3,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c004.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c007.npy,1,3,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c008.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c009.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c010.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Lr_mc_AKGC417L_c011.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c000.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c001.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c002.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c003.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c004.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c005.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c006.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c007.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c008.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c009.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c010.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pl_mc_AKGC417L_c011.npy,1,1,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c002.npy,1,3,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c004.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c005.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c007.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c008.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c009.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c010.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Pr_mc_AKGC417L_c011.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c000.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c001.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c002.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c003.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c004.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c005.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c006.npy,1,0,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c007.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c008.npy,1,2,icbhi
./data/spectrograms\icbhi_178_1b2_Tc_mc_AKGC417L_c009.npy,1,0,icbhi
